,companyName,jobType,location,position,description,Aggregation,ExtendedTags
34,Small Enterprise Development Agency (SEDA),Internship,Gauteng,Internship Programme 2023,"The purpose of the internship programme is to provide appropriate and relevant work experience which is in line with the intern’s qualification.
 
Duration: Twelve(12) Months Contract
Stipend: R5000. 00 P/m
 
 
The following Internship Opportunities are open for applications:
 
Intern: Marketing Assistant
Location: Gauteng Provincial Office (Braamfontein)
Requirements: National Diploma/Degree in: Marketing / Communications / Media Relations.
Duties: Assist with the implementation of provincial marketing and communication plan as per national strategy. Assist with the implementation of the provincial information management system as per national strategy. Assist with the provincial media and stakeholder management plan as per national strategy. Assist with the Coordination of marketing events and brand management activities aligned to strengthen organizational image.Intern Technician: ICT Support Services
Location: Gauteng Provincial Office (Braamfontein)
Requirements: Diploma (NQF Level 5 or 12 months certificate) in Information and Communication Technology. A+ and N+ and Microsoft Certification will be an added advantage
Duties: Provide technical support service for the customers on hardware, software, network, telephony and operating system. Install and maintain approved software and hardware connecting users to networks and providing initial training. Participate in ICT strategic initiatives in line with Seda ICT strategic plan. Coordinate ICT Support Service procurement activitiesIntern Specialist: Risk (Enterprise Risk Management)
Location: National Office, Pretoria
Requirements: National Diploma/Degree in: Risk Management / Auditing / Commerce.
Duties: To assist with reviewing the Risk and Business Continuity Management guiding documents. To assist with facilitating Risk Assessments. To assist with monitoring of identified risks. To assist with creating awareness on Risk and Business Continuity Management. To assist with Risk and Compliance administrative functions.Internship: Specialist Compliance
Location: National Office, Pretoria
Requirements: National Diploma/Degree in: Law / Auditing
Duties: Must be able to be part of a multidisciplinary team, which may include senior management and service providers. Prepare required documentation and agendas in preparation for meetings. Assist in conducting compliance awareness within the organisation. Assist in monitoring and auditing of the implementation of compliance controls. Assist in compiling compliance reports to stakeholders. Information/ File management.
 Skills and Competencies:Advisory Service
Communication
Analytical
Business Acumen
Planning & Organising
Monitoring & Evaluation
Performance Driven
Team Work
Policy Adherence
Basic Computer Skills","Civil, Mechanical, The, Graduate, Honours, Internships, Masters, Programme, Eng, Engineering, GeomaticsWater, Govan, Informatics, Mbeki, Rand, GeoCivil, Geographic, Mechanical, Electrical, Systems, Eng, Engineering, Information","Civil, war, legal, conflict, law, rights, military, justice, civilian, criminal, rule, Mechanical, electrical, engineering, hydraulic, mechanics, technical, hydraulics, physics, structural, components, design, The, this, part, one, of, same, first, on, its, as, that, Graduate, undergraduate, graduating, harvard, enrolled, graduated, college, graduates, faculty, university, yale, Honours, honors, honour, bestowed, knighthood, awarded, knighted, honorary, diploma, prizes, conferred, Internships, internship, sabbaticals, apprenticeships, trainings, residencies, interns, fellowships, seminars, scholarships, stipends, Masters, pga, tournament, tennis, majors, golf, tournaments, slam, championships, atp, title, Programme, programmes, program, programs, project, bbc, development, projects, funding, educational, activities, Eng, fra, aus, capt, saracens, leicester, rsa, esp, harlequins, /, gareth, Engineering, sciences, technology, technical, science, mechanical, engineers, institute, mathematics, biomedical, physics, GeomaticsWater, Govan, birkenhead, glasgow, hulme, acton, scotstoun, maitland, napier, balfour, greenock, sellafield, Informatics, biomedical, neuroscience, cybernetics, sciences, bioinformatics, microbiology, humanities, robotics, nanotechnology, olympiad, Mbeki, thabo, zuma, mandela, obasanjo, anc, mugabe, olusegun, klerk, motlanthe, chissano, Rand, sterling, dollar, franc, rupiah, francs, ringgit, dollars, rands, shilling, krone, GeoCivil, Geographic, geographical, historical, demographic, linguistic, diversity, location, cultural, definition, distinct, maps, Mechanical, electrical, engineering, hydraulic, mechanics, technical, hydraulics, physics, structural, components, design, Electrical, mechanical, electric, electricity, machinery, components, engineering, wiring, plumbing, equipment, generator, Systems, system, technologies, equipment, technology, software, computer, devices, components, communications, communication, Eng, fra, aus, capt, saracens, leicester, rsa, esp, harlequins, /, gareth, Engineering, sciences, technology, technical, science, mechanical, engineers, institute, mathematics, biomedical, physics, Information, data, knowledge, access, provided, intelligence, source, documents, web, internet, provide"
35,Burger King,Internship,Cape Town,Finance Internship Programme 2023,"Intern will assist with either the full accounts payable or receiveable role
 
Responsibilities:Process/post invoices and credit notes
Reconciliation of creditors accounts and resolving queries
Paying creditors on time (according to payment terms)
Confirmation of Intercompany balances
Reconcile of cash books and bank accounts
Reconcile Cash
Maintain Accounts Receivable Aging 
Required Education:Degree in: Finance / Accounting or related field
Skills and Competencies:Attention to detail
Work Independently
Ability to work under pressure
Effective written and verbal communication skills
Highly organized
Ability to adapt to change","Academy, The, Tools, Insurance, Term, Short, Brokerages, Our, Laptop, LargestLevelRequirements","Academy, arts, school, institute, college, sciences, university, graduate, science, graduating, graduated, The, this, part, one, of, same, first, on, its, as, that, Tools, tool, techniques, methods, equipment, software, hardware, useful, computers, materials, machines, Insurance, insurers, pension, premiums, care, insurer, savings, credit, health, payments, pay, Term, terms, current, means, given, likely, change, as, future, considered, interest, Short, long, shorter, longer, well, though, time, making, instead, rather, few, Brokerages, brokers, brokerage, lenders, insurers, banks, issuers, firms, securities, bankers, steelmakers, Our, their, my, your, own, we, way, what, good, whatever, need, Laptop, laptops, computers, phones, portable, desktop, ipod, computer, handheld, pc, cellphones, LargestLevelRequirements"
36,South African Banks,Internship,Nationwide,Internship Programme 2023,"SA Banks are offering 12-month Internship contracts to unemployed graduates who've never worked before. The focus of these programmes is to improve employability of successful candidates.
 
Throughout the programme, the incumbent will have an opportunity to build workplace confidence and competence by contributing to business objectives and deliverables. The incumbent will be required to successfully complete prescribed development programme.
 The following Internship Opportunties are open for applications:
 
Nedbank: Quantitative Analyst Graduate Programme
Company : Nedbank
Location: Johannesburg, South Africa
Closing date: 30 June 2023
Required Fields of study:Mathematics,
Applied Mathematics,
Statistics,
Engineering,
Econometrics,
Financial Engineering,
Quantitative Risk Management
South African Reserve Bank: Internships
Company : South African Reserve Bank
Location: Pretoria, South Africa
Closing date: 15 May 2023
Required Fields of study:IT 
Computer Science,
Data Science,
Information Systems,
Mathematics,
Software Engineering
Statistics
Standard Bank: Investment Banking Graduate Programme
Company : Standard Bank
Location: Johannesburg, South Africa 
Closing date: Not Specified
Required Fields of study:Engineering  
Finance and Investment Management 
Economics 
Math/ Statistics 
Computer Science 
FNB: Graduate Internships 2023
Company : First National Bank
Location: Johannesburg, South Africa
Closing date: 30 June 2023
Required Fields of study:Commerce (Accounting, Business Management, Finance, Economics etc),
Actuarial Science,
Maths,
Statistics,
Engineering,
Marketing,
HR,
Industrial Psychology,
Information Systems,
Computer Science,
Standard Bank: CIB Technology Graduate Programme
Company : Standard Bank
Location: Johannesburg, South Africa
Closing date: Not Specified
Required Fields of study:Computer Science
Electronic Engineering
Mathematics, Applied Mathematics, Financial Mathematics
Statistics
Informatics, Information Systems
Software Development
Software Engineering
Data Engineering
Data Science
Standard Bank: CIB Risk Graduate Programme
Company : Standard Bank
Location: Johannesburg, South Africa
Closing date: Not Specified
Required Fields of study:Mathematics and Statistics 
Actuarial Science 
Financial Mathematics 
Financial Risk Management 
Hybrid Economics and Applied Mathematics 
Standard Bank: CIB Finance Graduate Programme
Company : Standard Bank
Location: Johannesburg, South Africa
Closing date: Not Specified
Required Fields of study:Postgraduate degree: diverse degrees will be considered (with the exception of Auditing)","Verbal, Skills, Graduate, Competencies, Business, Administration, Programme, Computer, Departments, Effective, Technology, Information, Self, InnovativeProblem","Verbal, insults, implicit, responses, nonverbal, rhetorical, taunts, slurs, non-verbal, explicit, outbursts, Skills, skill, abilities, talents, expertise, learning, ability, knowledge, experience, talent, techniques, Graduate, undergraduate, graduating, harvard, enrolled, graduated, college, graduates, faculty, university, yale, Competencies, competences, competence, competency, self-discipline, strengths, methodologies, qualifications, teamwork, proficiencies, abilities, Business, industry, companies, businesses, marketing, company, corporate, financial, market, investment, management, Administration, government, policy, bush, congress, officials, clinton, office, department, federal, washington, Programme, programmes, program, programs, project, bbc, development, projects, funding, educational, activities, Computer, computers, software, technology, pc, hardware, internet, desktop, electronic, systems, computing, Departments, agencies, department, ministries, institutions, universities, institutes, colleges, faculties, committees, organizations, Effective, necessary, appropriate, efficient, measures, consistent, means, adequate, providing, useful, needed, Technology, technologies, computer, tech, software, systems, innovation, technological, engineering, research, computing, Information, data, knowledge, access, provided, intelligence, source, documents, web, internet, provide, Self, kind, sense, conscious, mind, life, rather, own, sort, -, collective, InnovativeProblem"
37,FlySafair,Internship,Gauteng,Refund Internship Programme 2023,"Safair Operations, operating as FlySafair has a vacancy for a Refund Intern at our head office in Bonaero Park (Gauteng - Kempton Park).  The successful applicant will report to the Manager: Finance
 
Reference number: JHB000717Responsibilities:Allocating payment to bookings that doesn’t reflect on reservation system;
Correcting bookings on the reservation system where the charges and payments do not agree;
Assess and process refund requests based on the refund policy;
Assisting  customer/ passengers both verbally and in writing regarding payments and refund queries;
Adhoc duties as requested.
Requirements:Grade 12 / Matric
Must have a Diploma or Degree
No criminal or credit record.
Solid computer literacy
Excellent communication in English – speak, read and write
Excellent phone etiquette 
Skills and Competencies:Excellent understanding in delivering great customer service to a customer;
High degree of patience and assertiveness;
Conflict resolution skills;
The ability to work well under pressure;
Practice good time management skills and willingness to work longer than normal office hours;
Good mathematical skills;
Customer focused and service oriented.","Trainee, Customer, Services, Africa, South, Palmolive, ColgateLogistics, Honours, Com, Degree, Supply, Chain","Trainee, apprentice, full-time, part-time, janitor, technician, recruiter, trainees, paralegal, instructor, tutor, Customer, customers, employee, user, business, phone, product, clients, consumers, subscriber, employees, Services, service, transportation, communications, business, access, communication, provider, private, providers, public, Africa, african, continent, asia, zimbabwe, south, australia, kenya, nations, africans, countries, South, north, west, east, western, southern, southeast, africa, korea, northern, northeast, Palmolive, colgate, clorox, procter, detergent, toothpaste, unilever, razors, lorillard, yibin, squibb, ColgateLogistics, Honours, honors, honour, bestowed, knighthood, awarded, knighted, honorary, diploma, prizes, conferred, Com, dot, harrynytimes, e, telegram, pager, nn, coms, web, berrisnytimes, internet, Degree, bachelor, doctorate, graduate, degrees, undergraduate, graduated, ph.d., graduating, phd, b.a., Supply, supplies, fuel, electricity, demand, shortage, oil, capacity, food, gasoline, equipment, Chain, chains, stores, store, supermarket, grocery, retail, retailer, restaurants, shop, supermarkets"
38,Motus,Internship,Nationwide,YES Learnership Programme 2023,"Motus Aftermarket Parts South Africa, a subsidiary of the Motus Group a leading automotive group is looking for confident, vibrant, hard working young people who are hungry to learn and wanting to build a great career in the Automotive Industry
 
Duration: Youth will be employed on a 12 months fixed term contract. Requirements:Must have Grade 12 / matric
Must be currently Unemployed
Must be between the ages 18 – 35 years old?
Wanting a career in the automotive industry e.g. in Warehousing and distribution/Sales/Admin","Team, Opportunities, Competencies, Human, Financial, Management, Technology, Information, Industrial, Leadership, Com, Skills, Open, Psychology, Finance, Mechanical, Microsoft, Internship, Resources, Engineering, AccountingRequirements, Proactive, Applicant","Team, teams, squad, football, players, coach, player, league, season, soccer, championship, Opportunities, opportunity, possibilities, advantages, advantage, benefit, experience, innovation, resources, development, encourage, Competencies, competences, competence, competency, self-discipline, strengths, methodologies, qualifications, teamwork, proficiencies, abilities, Human, animal, rights, humans, animals, body, nature, beings, organization, scientific, common, Financial, banking, corporate, economic, credit, investment, business, global, management, fund, banks, Management, financial, business, managers, investment, development, consulting, managing, marketing, corporate, asset, Technology, technologies, computer, tech, software, systems, innovation, technological, engineering, research, computing, Information, data, knowledge, access, provided, intelligence, source, documents, web, internet, provide, Industrial, manufacturing, industries, sector, sectors, agricultural, construction, machinery, textile, industry, mining, Leadership, political, leaders, support, party, position, leader, administration, responsibility, policy, coalition, Com, dot, harrynytimes, e, telegram, pager, nn, coms, web, berrisnytimes, internet, Skills, skill, abilities, talents, expertise, learning, ability, knowledge, experience, talent, techniques, Open, round, opening, set, next, opened, through, place, opens, closed, into, Psychology, sociology, philosophy, anthropology, biology, psychiatry, neuroscience, science, professor, studies, economics, Finance, banking, foreign, minister, financial, commerce, investment, reform, government, fund, affairs, Mechanical, electrical, engineering, hydraulic, mechanics, technical, hydraulics, physics, structural, components, design, Microsoft, google, netscape, ibm, intel, software, yahoo, apple, aol, compaq, oracle, Internship, apprenticeship, internships, sabbatical, residencies, post-graduate, semester, undergraduate, vocational, secretarial, part-time, Resources, resource, energy, environment, development, needs, natural, expertise, provide, infrastructure, reserves, Engineering, sciences, technology, technical, science, mechanical, engineers, institute, mathematics, biomedical, physics, AccountingRequirements, Proactive, prudent, pragmatic, concerted, aggressive, sensible, assertive, preventative, constructive, judicious, bolder, Applicant, applicants, eligibility, prospective, eligible, apply, criteria, respondent, employer, requirement, determines"
39,Financial Sector Conduct Authority (FSCA),Internship,Gauteng,Internship Programme 2023,"Financial Sector Conduct Authority (FSCA) seeks to equip young graduates with knowledge of, skills in, and exposure to the market conduct regulation and supervision, and its role in the economy.
 
The Internship is a structured programme specifically designed to produce a pipeline of competent new entrants in the labour market and the FSCA to assist to the FSCA to deliver on its mandate.
 
Recommended candidates will be given an opportunity to learn under the supervision of a dedicated mentor. Interns are assigned to a division, based on their qualifications and career aspirations, and exposed to various competency-based training during the one-year internship programme. 
 
 
The following Internship Opportunities are open for applications:
 
Facilities InternsDegree / Diploma in: Facilities / Administration / Built Environment
Market Abuse Investigations InternsDegree / Diploma in: Forensic Investigation
Prudential Supervision InternsBCom: Accounting
Consumer Education Interns
Degree / Diploma in:Communications
Marketing
Education
Governance Risk and Assurance InternsDegree / Diploma in: Risk Management / Compliance, or Audit
Disclosure, Advertising and Market Analysis InternsBCom Marketing
BCom Economics
BCom: Social Science in Economics
Data Analysis InternsSTEM Qualifications (Qualifications in Science, Technology, Engineering and Mathematics faculties)
Fund Governance and Trustee Conduct InternsQualification: LLB
Enforcement InternsQualification: LLB / Informatics
Banks and Payment Providers InternsDegree / Diploma in: Auditing / Data Science
Conduct Supervision InternsQualification: LLB
ICT: Data and Analytics Interns
Degree / Diploma in:Data and Analytics
Data Development: ICT Architecture
Solution Architecture
Technology Architect
Retirement Fund Reviews and Authorisations InternsQualification: LLB
Applicant Requirements:South African Citizen with a South African Identity Document
Must have no work experience
Strong desire to work in financial services sector","South, Chemistry, AfricaNatal, Chemical, Graduate, Opportunities, Honours, Training, Zulu, Programme, Bachelor, Science, Kwa, Engineering, Chemistry, EcologicalWater, Requirements, Trainee, Training, Umgeni, Programme, Applicant","South, north, west, east, western, southern, southeast, africa, korea, northern, northeast, Chemistry, physics, biology, biochemistry, mathematics, sciences, science, physiology, molecular, psychology, engineering, AfricaNatal, Chemical, chemicals, biological, toxic, materials, biochemical, compounds, industrial, components, nuclear, pesticides, Graduate, undergraduate, graduating, harvard, enrolled, graduated, college, graduates, faculty, university, yale, Opportunities, opportunity, possibilities, advantages, advantage, benefit, experience, innovation, resources, development, encourage, Honours, honors, honour, bestowed, knighthood, awarded, knighted, honorary, diploma, prizes, conferred, Training, preparation, skills, teaching, combat, program, trained, instructors, personnel, operations, courses, Zulu, xhosa, inkatha, buthelezi, maori, ifp, kwazulu, sinhala, zulus, māori, malay, Programme, programmes, program, programs, project, bbc, development, projects, funding, educational, activities, Bachelor, doctorate, degree, bachelors, graduate, ph.d., b.a., undergraduate, graduated, phd, diploma, Science, sciences, physics, institute, mathematics, studies, research, biology, university, psychology, economics, Kwa, ume, geok, turi, mulumba, sisi, kuku, kriva, fana, gok, labis, Engineering, sciences, technology, technical, science, mechanical, engineers, institute, mathematics, biomedical, physics, Chemistry, physics, biology, biochemistry, mathematics, sciences, science, physiology, molecular, psychology, engineering, EcologicalWater, Requirements, requirement, standards, regulations, required, rules, criteria, limits, guidelines, compliance, require, Trainee, apprentice, full-time, part-time, janitor, technician, recruiter, trainees, paralegal, instructor, tutor, Training, preparation, skills, teaching, combat, program, trained, instructors, personnel, operations, courses, Umgeni, karatoya, kaoping, chongchon, rokel, magothy, chetco, kokcha, indigirka, spaarne, natashquan, Programme, programmes, program, programs, project, bbc, development, projects, funding, educational, activities, Applicant, applicants, eligibility, prospective, eligible, apply, criteria, respondent, employer, requirement, determines"
40,Clinix Health Group,Internship,Gauteng,Payroll (HR / Finance) Internship Programme 2023,"To assist the payroll department with all the daily tasks relevant to payroll. The intern will be required to be an all-rounder in all Payroll.
 
Requirements:A Bachelor’s Degree / Diploma in: Human Resources / Finance / Accounting
Recent Graduate.
Basic knowledge of Microsoft Excel.
Sound understanding of payroll principles.
Skills and Competencies:Strong verbal and written communication skills
Independent thinker
High level of attention to detail
Excellent organizational abilities to handle multiple tasks at once
Good time management and organisational skills","Worcester, JohannesburgAccountants, African, Professional, Financial, Institute, Pastel, South, Stellenbosch, Accounting, NelspruitEmalahleni, Bloemfontein, CompleteExcel","Worcester, norwich, exeter, durham, northampton, peterborough, birmingham, chelmsford, essex, hereford, stamford, JohannesburgAccountants, African, africa, africans, asian, south, nations, continent, country, zimbabwe, american, kenya, Professional, amateur, football, career, player, club, players, playing, team, sports, basketball, Financial, banking, corporate, economic, credit, investment, business, global, management, fund, banks, Institute, research, sciences, studies, science, university, study, academy, foundation, society, professor, Pastel, pastels, shades, monochromatic, watercolor, multicolored, hues, palette, garish, canvases, shimmering, South, north, west, east, western, southern, southeast, africa, korea, northern, northeast, Stellenbosch, paarl, potchefstroom, witwatersrand, kwazulu-natal, khayelitsha, franschhoek, bowral, grahamstown, aberystwyth, witswatersrand, Accounting, auditing, audit, financial, auditors, practices, bookkeeping, management, corporate, disclosure, firms, NelspruitEmalahleni, Bloemfontein, durban, pietermaritzburg, nelspruit, pretoria, rustenburg, transvaal, bulawayo, potchefstroom, polokwane, johannesburg, CompleteExcel"
41,South African Reserve Bank,Internship,Gauteng,Internship Opportunities 2023,"The South African Reserve Bank (SARB) invites all innovative and talented applicants to apply for its Information Technology Internship (Grow-IT) opportunity.
 
Grow-IT is an Internship Programme aimed at addressing the current and future skills needs of the SARB’s Business Solutions and Technology Department (BSTD) in response to the departmental strategy and workforce planning. This includes capacity and capability building as well as succession planning and future talent in the department.
 
During the programme, learners will acquire the required technical and behavioural competencies based on their areas of specialisation. Successful applicants will be placed within the information technology (IT) environment to acquire all the required competencies.The duration of the programme is a one-year contract (with an option to extend).
 
Requirements:National Diploma in IT or a Bachelor’s degree in: Computer Science, Data Science, Information Systems, Mathematics, Software Engineering or Statistics (NQF 7);
Must be a South African citizen;
Must be between the ages of 18 and 35 years; and
Must be curious, self-motivated and innovative.
Specializations to choose from:
Candidates are requested to indicate their field(s) of specialisation or preference(s) in any of the following fields:Applications Security
Cloud Engineering
Collaboration – Cloud Solutions
Cyber and Information Security
Data Management
Enterprise Architecture (Solutions Architect)
Enterprise Integration
Enterprise Systems (Enterprise Resource Planning, Flexcube and National Cash Management)
Infrastructure and Operations (Cloud, Database Administration and ServiceNow)","Accountants, Technical, Recruitment, Learning, Professional, Training, Programme, Social, Skills, Requirements, African, Charted, Committee, Culture, Nedbank, Development, Marketing, Contribute, Institute, SouthRole, Purpose","Accountants, auditors, consultants, pricewaterhousecoopers, auditing, examiners, deloitte, professionals, kpmg, bankers, administrators, Technical, engineering, technological, scientific, practical, training, skills, expertise, mechanical, management, academic, Recruitment, recruiting, hiring, mentoring, training, outreach, recruiters, recruits, retention, activities, mobilization, Learning, teaching, knowledge, experience, skills, learn, understanding, education, educational, lessons, studying, Professional, amateur, football, career, player, club, players, playing, team, sports, basketball, Training, preparation, skills, teaching, combat, program, trained, instructors, personnel, operations, courses, Programme, programmes, program, programs, project, bbc, development, projects, funding, educational, activities, Social, education, political, cultural, welfare, educational, reform, health, public, environment, environmental, Skills, skill, abilities, talents, expertise, learning, ability, knowledge, experience, talent, techniques, Requirements, requirement, standards, regulations, required, rules, criteria, limits, guidelines, compliance, require, African, africa, africans, asian, south, nations, continent, country, zimbabwe, american, kenya, Charted, charting, charts, chart, peaked, peaking, billboard, albums, number-one, r&b, debuted, Committee, committees, commission, council, chairman, board, panel, subcommittee, chaired, representatives, congress, Culture, cultural, cultures, traditions, tradition, religion, history, society, civilization, art, politics, Nedbank, cosafa, twenty-20, vodacom, dunhill, absa, invitational, sundarbans, canada-russia, jeonju, everland, Development, projects, project, developing, environment, research, economic, cooperation, planning, develop, creation, Marketing, advertising, business, merchandising, product, management, corporate, brand, company, strategy, creative, Contribute, contributes, encourage, reduce, benefit, promote, enhance, improve, achieve, expand, accelerate, Institute, research, sciences, studies, science, university, study, academy, foundation, society, professor, SouthRole, Purpose, purposes, means, rather, objective, intended, thus, knowledge, particular, practical, aim"
42,SITA,Internship,Nationwide,IT / ICT Internship Opportunities 2023,"SITA has 40 opportunities for Internships across the country in Information Communication Technology (ICT). Interns who meet the minimum requirements after completion of a 12 months training programme may be considered for absorption into critical positions within SITA.
 
 
The following Internship Opportunities are open for applications:
 
Eastern Cape Interns
Reference No: 857
Qualifications:WAN Support,
End User Computing
Free State Interns
Reference No: 858Qualifications: Software Developer
Kwa-Zulu Natal Interns
Reference No: 859Qualifications: End User Computing (EUC) WAN
Polokwane Interns
Reference No: 860
Qualifications: End User Computing (EUC),
Server Administration,
Network Engineer
Gauteng​​​​​​​​​​​​​​ Interns
Reference No: 861
Qualifications: End User Computing,
Software Development,
Software Testing,
Information Security
Western Cape​​​​​​​​​​​​​​ Interns
Reference No: 862
Qualifications: Software Development,
End User Field Technician,
Database Administrator,
WEB Development,
System Administrator,
WAN Support
Who is eligible to apply?Unemployed South African citizens between 18 and 35 years;
South Africans who are in possession of a Grade 12, Bachelor’s degree or 3-year National Diploma in ICT or National Higher Certificate in IT (NQF LEVEL 5) with A+/N+ either as a subject of the certificate or certification, or relevant qualification applicable for the required field at NQF level 6
No working experience required;
Applicants should not have participated in any Internship Programme;
People living with disabilities, Whites, Colored and Indians are encouraged to apply.","Repair, BenchSouth, AfricaSkills, Graduate, Bench, Opportunities, Management, Computer, Systems, Current, Service, Supply, Chain","Repair, repairs, maintenance, repairing, repaired, damaged, rebuild, damage, upgrade, rebuilding, cleaning, BenchSouth, AfricaSkills, Graduate, undergraduate, graduating, harvard, enrolled, graduated, college, graduates, faculty, university, yale, Bench, locker, players, rested, sitting, starters, lineup, game, back, forward, dugout, Opportunities, opportunity, possibilities, advantages, advantage, benefit, experience, innovation, resources, development, encourage, Management, financial, business, managers, investment, development, consulting, managing, marketing, corporate, asset, Computer, computers, software, technology, pc, hardware, internet, desktop, electronic, systems, computing, Systems, system, technologies, equipment, technology, software, computer, devices, components, communications, communication, Current, the, present, change, this, its, term, same, future, new, previous, Service, services, public, network, private, system, business, provided, available, information, access, Supply, supplies, fuel, electricity, demand, shortage, oil, capacity, food, gasoline, equipment, Chain, chains, stores, store, supermarket, grocery, retail, retailer, restaurants, shop, supermarkets"
43,Siemens,Internship,Gauteng,Admin Internship Programme 2023,"This is a twelve (12) month training programme to become a Team Assistant.
 
Responsibilities for the role:Travel and Accommodation booking
Perform a full range of administrative assignments such as composing and typing routine letters, memoranda, reports, and minutes of meetings
Attend meetings, take minutes and meeting notes
Identify and schedule appropriate venue, travel and accommodation arrangements
Expense claim processing,
Visa Application,
Purchase Requisition processing on SAP
Planning and organizing meetings
Ad hoc tasks within the team
Requirements:Completed a Diploma or Degree in: Administration. 
Skills and Competencies:High performer
Independent thinker with a creative flair
Strong verbal and written communication skills
High level of attention to detail
Excellent organizational abilities to handle multiple tasks at once
Good time management and organisational skills
Strong personality
Team player
Experience on Microsoft Teams is advantageous","Skills, Industrial, Graduate, Opportunities, Interns, Competencies, Financial, Statistics, Economics, Taxation, Degree, Possess, Data, Psychology, Science","Skills, skill, abilities, talents, expertise, learning, ability, knowledge, experience, talent, techniques, Industrial, manufacturing, industries, sector, sectors, agricultural, construction, machinery, textile, industry, mining, Graduate, undergraduate, graduating, harvard, enrolled, graduated, college, graduates, faculty, university, yale, Opportunities, opportunity, possibilities, advantages, advantage, benefit, experience, innovation, resources, development, encourage, Interns, tutors, nannies, assistants, staffers, internships, trainees, housekeepers, nurses, mentors, recruiters, Competencies, competences, competence, competency, self-discipline, strengths, methodologies, qualifications, teamwork, proficiencies, abilities, Financial, banking, corporate, economic, credit, investment, business, global, management, fund, banks, Statistics, figures, report, data, statistic, bureau, according, estimates, statistical, survey, gdp, Economics, sociology, professor, science, philosophy, psychology, mathematics, sciences, physics, harvard, institute, Taxation, tax, taxes, excise, regulation, policies, regulations, avoidance, income, laws, tariff, Degree, bachelor, doctorate, graduate, degrees, undergraduate, graduated, ph.d., graduating, phd, b.a., Possess, possessed, possesses, possessing, obtain, sufficient, ability, capable, abilities, produce, carry, Data, information, analysis, tracking, database, system, computer, statistics, systems, applications, numbers, Psychology, sociology, philosophy, anthropology, biology, psychiatry, neuroscience, science, professor, studies, economics, Science, sciences, physics, institute, mathematics, studies, research, biology, university, psychology, economics"
44,St Peter’s College,Internship,Gauteng,Teacher Internship Programme 2023,"St Peter’s College is currently seeking to appoint a committed, reliable, hardworking, energetic and enthusiastic Intern Teacher.
 
Responsibilities:Interns are not a replacement for qualified Teachers, but will rather act as Assistant Teachers in the classrooms.
An experienced Teacher, based at St Peter's College, will be assigned to the Intern in a mentoring capacity.
As a mentor the teacher will offer professional input, guidance and advice to the intern.
Requirements:Must be a final year student completing a Teaching Qualification majoring in: English; Mathematics or Natural Science
Must be Provisionally registered with SACE
Police clearance is mandatory. 
Skills and Competencies:Excellent communication and interpersonal skills
Enthusiastic, assertive, self-driven and flexible
Practical and logical problem-solving ability
Strong administrative skills
Ability to handle pressure
Willingness to participate in the broader life of the College and to contribute positively to the ethos of the College.","Skills, The, Graduate, Competencies, Post, Development, Good, Qualification, Programme, Youth, OfficeDegreeCertificate","Skills, skill, abilities, talents, expertise, learning, ability, knowledge, experience, talent, techniques, The, this, part, one, of, same, first, on, its, as, that, Graduate, undergraduate, graduating, harvard, enrolled, graduated, college, graduates, faculty, university, yale, Competencies, competences, competence, competency, self-discipline, strengths, methodologies, qualifications, teamwork, proficiencies, abilities, Post, office, times, news, end, following, new, time, first, newspaper, recently, Development, projects, project, developing, environment, research, economic, cooperation, planning, develop, creation, Good, better, sure, really, kind, very, we, way, think, thing, 're, Qualification, qualifying, qualify, qualified, qualifiers, play-off, qualifications, champions, uefa, tournament, championship, Programme, programmes, program, programs, project, bbc, development, projects, funding, educational, activities, Youth, student, boys, community, education, girls, students, national, professional, women, soccer, OfficeDegreeCertificate"
